区域,北京,餐饮类型,火锅,店铺id,298462,店铺名称,东来顺（世界公园店）,经度,116.290989,纬度,39.813989
用户,星级,评论
xiaolvxuanxuan,3.0,还不错还不错还不错 吃完衣服上的味道比较大
GNl486932376,5.0,来很多次了，生意很火，味道很好吃
大果果2015,5.0,经常在那儿吃，很不错！经常在那儿吃，很不错！
大果果2015,5.0,经常在那儿吃，很不错！经常在那儿吃，很不错！
大果果2015,5.0,经常在那儿吃，很不错！经常在那儿吃，很不错！
VgH812359828,1.0,香肠不好吃，清汤的味道不地道，需要改进
小陈陈0711,5.0,在公司旁边所以经常来吃，味道可以，赶上人多的时候要等
匿名用户,5.0,在公司旁边所以经常来吃，味道可以，赶上人多的时候要等
Ruj155217557,4.0,越吃越想吃，专家说不能常吃。不知道为什么
lanwoniu1987,5.0,味道不错，一如既往的好，下次还来！
lanwoniu1987,5.0,味道一如既往的不错，下次再光顾！
阿晨想养猫,5.0,还好吧，经济实惠，觉得很好吃啊
阿晨想养猫,4.0,很好吃啊，经济实惠，下次还会去的
匿名用户,4.0,去过好几次了，好吃料多。中午人多，尽量错开
匿名用户,4.0,第n次去了，很好吃。就是中午去人很多出菜就慢了
阿晨想养猫,5.0,很好吃的     经济实惠   下次还会去的，
Bls260100625,5.0,灰常好吃，味道不错，很喜欢，多点优惠就更好了
匿名用户,4.0,好吃服务也好，中午人多尽量错开
Hyq20071026,5.0,离家近，很方便，经常有折扣很好
阿晨想养猫,5.0,很好吃，下次还会去的，经济实惠
匿名用户,4.0,真的很好吃，麻酱能多给点更好了！
匿名用户,4.0,好吃料多，满意。中午人多要错开
空舞精灵88,4.0,好吃 汤也好喝，环境一般，菜品太少！环境也陈旧！
匿名用户,4.0,好吃料多，去过好多次了，服务也好
匿名用户,5.0,很好吃，很干净，老板很好，人实在。
匿名用户,4.0,赞，经常去吃了，好几次都是选完吃的，才想起来团购，服务很好
阿晨想养猫,4.0,很好吃(⊙o⊙)哦     以后还会继续来的
匿名用户,4.0,口味好，价格实惠，环境好，值得再去。
shenl,5.0,很不错，菜品丰富，老板娘也很热情，强烈推荐。
匿名用户,5.0,离家近 团购价格适中 想不起来吃什么就吃这个最合适 味道不错 比杨国福更好吃些 汤很好喝每次都加汤 老板和伙计也没有不耐烦 态度老好了！离家近 团购价格适中 想不起来吃什么就吃这个最合适 味道不错 比杨国福更好吃些 汤很好喝每次都加汤 老板和伙计也没有不耐烦 态度老好了！
Quu279376958,4.0,吃了好几次就。味道不错。地理位置好找。还会继续光顾
qiyu0125,5.0,很好，经常吃！！！！赞强烈推荐
GNl486932376,5.0,经常来吃，味道特喜欢，还很优惠
展凝玄,5.0,价格还算合理 味道不错 就是有点慢
sLV193874771,5.0,非常好吃，以后会常去吃，希望有更多优惠！
请叫我安猪啦斌斌,5.0,好非常棒，之前多次吃，感觉态度也很好。
请叫我安猪啦斌斌,4.0,非常棒。整体感觉优秀棒棒棒棒棒棒
DNt432751073,4.0,实惠，味道好，方便，解馋，两个人还可以团购，合适
jla203026897,3.0,环境卫生！价格合理！藕片、红薯总是不够熟！
匿名用户,3.0,还可以，但麻酱一般，有机会还会去的
_qqckn1380445279,5.0,好吃，是我吃过张亮里最好吃的一家，也很干净，老板娘特别友善，最最让我满意的是喝到了儿时喝的宏宝莱，超级幸福啊
匿名用户,4.0,吃了好几次了，味道不错，菜品在多些就更好了
Cxb208567211,4.0,菜品多，服务好，无需排队。下次还来。
OQB362496008,3.0,还可以，味道不错，就是没有麻辣，，，，，，，，
liu611521,2.0,换了三个老板了，真是一个不如一个，现在菜洗的都不干净了，味道更不如从前了，没什么滋味，吃到最后都恶心了，可能是最后一次来这了，再也吃不出以前的味道了
jxwd283340404,4.0,价格还可以，味道也不错，就是饮料有点偏贵了吧，一瓶康师傅矿泉水3块，一罐芬达5块，接受不了。
BRJ999454372,2.0,还行吧 将就的吃嘛，次数吃多了 也就那样了
匿名用户,5.0,很好的  一直喜欢他家  很好吃  也不贵
匿名用户,5.0,很好的  一直喜欢他家  很好吃  也不贵
匿名用户,5.0,很好的  一直喜欢他家  很好吃  也不贵
匿名用户,3.0,整体还不错，味道也比较正宗，为什么一定要十五个字！ 为什么一定要十五个字！ 为什么一定要十五个字 为什么一定要十五个字 为什么一定要十五个字 为什么一定要十五个字 为什么一定要十五个字 为什么一定要十五个字
嘉嘉小贝贝,4.0,菜品和服务都很好，几次来啦，满意。
笑笑很酷,5.0,真的很棒 当时人少 服务员姐姐就把东西拿到我们桌子上😆超级喜欢 ☺️
张新野2006,2.0,天空飘过五个字！哪都受到很多不咸不淡白血病细胞第八十八
薄荷糖果子,4.0,味道不错，汤味鲜美，方便又快捷
mahaipoo,5.0,一如既往好吃不贵，还会继续吃到老
yTL167300324,5.0,小营店，门脸挺小的，不容易发现，进门屋里挺大，也很干净。餐具都是薄荷绿的，很符合现在的季节，而且吃比较油的烤肉看起来也清新。上菜添水添小菜都很快，而且有服务员主动帮忙烤肉炒饭，南瓜粥非常绵，口感不错。肉得质量也可以，两个人吃绝对够。
BRJ999454372,3.0,味道还行，住在附近半个多月明天都去吃，就是小贵了点
srP505472933,3.0,一直觉得挺好吃的。快递送餐小哥也很快
tintinyo,5.0,挺好的啊 来了好几次了 菜煮的很到位
小兵嫂_,3.0,离家很近，很方便，很好吃，美团狠实惠的
匿名用户,3.0,味道可以 经常跟同事一起去吃，每次的麻酱多点会更好
rIF338239585,3.0,味道可以 经常跟同事一起去吃，每次的麻酱多点会更好
rIF338239585,3.0,味道可以 经常跟同事一起去吃，每次的麻酱多点会更好
xKJ375014571,4.0,可以有这个真的可以有！性价比高，哈哈，最后吃的好饱，店里环境也很不错呀，推荐推荐。
gDR758066155,4.0,不是一两次去他家，经常去，环境很好
GNl486932376,5.0,味道好，服务好，菜新鲜，价格实惠
Sbl627784986,4.0,张亮麻辣烫，很喜欢吃，味道很不错
我是一朵浮云,3.0,居然连餐巾纸都没有 味道都差不多
gXU743354589,5.0,挺好的，很不错，还会来，环境也好
李健峰787,3.0,环境不错，味道棒棒的。很喜欢吃、经常光顾
zhuimengderen1,3.0,味道不错，也干净卫生。就是速度稍微慢一些。
Cxb208567211,4.0,服务好，菜量挺多。不用排队。下次还来。
zhuimengderen1,3.0,味道不错，干净卫生。就是上菜速度略慢
lanwoniu1987,5.0,菜品味道不错，一直来这家，很赞！
匿名用户,4.0,还不错，味道也好吃，价钱也实惠，经常去
匿名用户,3.0,觉得她家真的没有之前那么好了，也就不说什么了，只能说离得近，去方便吧。
尛时光moon,5.0,吃过那么多家店里就他家的好吃，强烈推荐
阿晨想养猫,3.0,地理位置很好找吧，江山赋旁边，离得近，走十分钟就到了，
wowrainbowaa,5.0,好评好吃，比路边摊卫生美味多了
zk957231632,5.0,可以的 好吃额啊哈哈哈哈哈哈哈哈哈哈
FDw674768353,5.0,特别好，腐竹和竹笋特别推荐！棒棒哒
FDw674768353,5.0,特别好，腐竹和竹笋特别推荐！棒棒哒
FDw674768353,5.0,特别好，腐竹和竹笋特别推荐！棒棒哒
FDw674768353,5.0,特别好，腐竹和竹笋特别推荐！棒棒哒
Qgx909965287,5.0,挺不错的，味道好，干净。。。。。。
onedaygirl,4.0,总是来张亮家吃，仿佛在北京吃麻辣烫就只认准了这一家，味道不错，选菜也很方便，是夏天不要油腻只要好吃的不二选择
火山小公举miki,5.0,很便宜，味道很好，下次还会继续去。
chenxueyan28,3.0,以前还好，现在菜都洗不干净，菜上面还有土
chenxueyan28,3.0,以前还好，现在菜都洗不干净，菜上面还有土
chenxueyan28,3.0,以前还好，现在菜都洗不干净，菜上面还有土
chenxueyan28,3.0,以前还好，现在菜都洗不干净，菜上面还有土
盐太少太少,3.0,还不错，就是品种少了，，，，，，，，，
侠女在京城,5.0,很方便 水煮菜 下班晚了去那儿吃口
cpc0286231231,5.0,不错，味道很好，就是要不辣对给小朋友，我家小朋友说辣，估计是汤里稍微带点吧，总体来说还是不错的
偷走了的青春,1.0,服务一点都不好，不如以前好了，现在满20送饮料，我们用了优惠买单，但是没买单之前更本没有说，反正现在的态度真的不好
汪艳687,5.0,好吃不贵。代金卷最划算了！！！
aKW228223702,4.0,好吃的还可以  口味我喜欢 量很大  不用排队
cpc8856562844470,4.0,很好啊，味道赞，环境整洁干净速度也快，不过好似没有以前的味道纯正了
banban119119,3.0,中规中矩。没有惊喜。也没有不足。
大果果2015,4.0,一直在那吃，挺好的，挺好的。也吃过别的家，但还是觉得张亮不错。
大果果2015,4.0,一直在那吃，挺好的，挺好的。也吃过别的家，但还是觉得张亮不错。
tintinyo,5.0,店里人很多 味道不错 蔬菜也很新鲜 不知道是不是团购就不送饮料了
wgs920264235,2.0,味道还行吧，服务态度也差不太多，但是和别的店里比差距还是很大的，而且没有免费的水，也没有小作料……
Kqy313283837,4.0,上班午饭经常来吃，做的不错，服务也不错
lixiaoyin,5.0,常吃的一家，味道不错，推荐推荐
王菲202,4.0,还行吧 我们经常去吃 环境也挺好的
匿名用户,3.0,还难上加难就是今生今世解决的把自己计算机技术
匿名用户,4.0,很好吃，不太辣，有点麻。就是麻酱太少了，如果能多点就更好了
大叔的Lolita,5.0,好吃，比起小店麻辣烫来用料讲究不少，虽然贵些但总比吃火锅便宜
OEL807989963,4.0,东西很好吃环境很干净一直在这吃
媛媛晓,3.0,同事介绍的，味道还可以，停车挺方便
水·晶,5.0,不错店家老板很亲和，买错店了，及时叫我退款
绿地黄斌,4.0,还不错，东西做的挺好吃的。给个赞
匿名用户,4.0,很满意，经济实惠以后还会购买的
刘坤徐聪,2.0,难道简简单单看你都觉得看看大哭大哭
zan睿谦,3.0,还不错、最近的一家了，每天人很多。
匿名用户,5.0,真的非常好哦，好吃，人好，菜也好，值得推荐
张蔷sz,2.0,味道我不喜欢，服务态度一般般，环境还行
一生陪着妮,5.0,带孩子一起吃的，很好吃，孩子也喜欢。
Mockingbird、MU,5.0,味道还不错，下次还要光临。。。。
双宝主吃,3.0,味道好，一直都吃他家很人性化，
Rjv648923065,5.0,东西很好吃，还会在关注哦！赞赞赞
品质吃货0.0,5.0,感觉挺好吃的，人挺多，值得推荐
匿名用户,4.0,味道一如既往 建议店里添点的比较好的肉新鲜的那种 其他可以 服务也满意哦                  味道一如既往 建议店里添点的比较好的肉新鲜的那种 其他可以 服务也满意哦                 味道一如既往 建议店里添点的比较好的肉新鲜的那种 其他可以 服务也满意哦
Iyl783136166,3.0,和同事老来这家店，味道不错，会经常光顾的
gXU743354589,5.0,环境好，服务好，味道也不错，下次还会再来
lanwoniu1987,5.0,环境不错，东西味道很赞，第二次来了！
WHy214666450,5.0,挺好的，大家可以试一试。推荐大家尝一下吧。
kLH177912355,5.0,一直很喜欢张亮的味道^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^^_^
NqA590339266,4.0,味道还行，就是没有顺义便民街附近的菜品齐全
oIJ585039982,5.0,吃了还想再吃，最爱他家的汤头了
GNl486932376,5.0,价格实惠，种类多，味道好，服务好干净卫生，很喜欢
LEEANLIU,4.0,有免费网，就是上洗手间不大方便
chenxueyan28,4.0,还不错，品种很多，很干净，很实惠，服务很好
gXU743354589,5.0,环境挺好，味道也不错，下次还会再来
DmU103619648,4.0,环境整洁，食品干净，味道不错，有菜有面还有肉，而且不油腻，很好！
ENd387759533,4.0,非常不错，经常吃，喜欢！！！！！！！！
Weq579404185,4.0,一直喜欢这家店的口味，值得推荐！
LH999T,3.0,还不错……………………………环境也好
Weq579404185,4.0,不错，每次想吃了就来这家！值得来！
he364633499,2.0,味道还可以，还是喜欢杨国福的味道
Qjq390443113,5.0,‍很好吃‍。‍老板人很好‍。‍还有优惠‍。
匿名用户,5.0,很好吃，每次都去，麻椒油很好吃
wls517994253,5.0,还可以，味道不错，团购省了几块钱，但是觉得优惠不够大，饮料不能用团购券
sGa390443723,5.0,不错不错不错不错不错不错不错不错不错，十五个字好烦人
Sbl627784986,4.0,服务很好，味道很好，总之都很好
chired,5.0,味道很好，也没有那么麻，味道可以自调，不像杨镇小区对面也是张亮麻辣烫，上次给我麻的，跟打了麻药似的，服了，价格也要15以上才可以，江山赋这里10元就行，非常不错
ENd387759533,3.0,还不错。每次吃张亮都出一身汗，爽
oIJ585039982,5.0,很棒很好吃，汤留下来煮面都入味
匿名用户,3.0,还是一样的麻辣烫，别的地方吃不到这种味道，支持张亮
yz79164578,4.0,还不错，挺好吃的，还有团购，老板也还不错
LPJP,3.0,经常和同事一起去吃，感觉挺好吃的。 哈哈。 不错。
CaO281974343,3.0,很好呀，去过很多次了，好吃又不贵
cyccy811,4.0,有点贵  环境干净整洁～～～～
咔咔59,5.0,超级好吃 汤特好喝 吃了一大碗
oIJ585039982,5.0,老主顾了，口味很棒，让人一去再去
oIJ585039982,5.0,老主顾了，口味很棒，让人一去再去
xin1106,4.0,最喜欢这家的味道，经常和同事们来
rfn249487380,4.0,很合适。环境也很好，味道也不错
匿名用户,4.0,后沙峪的两家都去过，服务都很耐心细致，江山赋的环境好些，而且麻酱不用单买。两家口味基本一致，就是块状的欠点火候，叶菜又过了点。一个人随便点些就吃撑了。
oBU364198493,3.0,还好，速度，人挺多的，比较用心！
匿名用户,4.0,第一次去吃，感觉一般吧！下次估计
TZw696707231,4.0,味道挺好味道挺好味道挺好环境一般，服务不好
dsf39584962,3.0,每次不知道吃什么的时候都会来吃这个，味道还是很喜欢的
wholly郭,3.0,"家门口的麻辣烫,一如既往的好吃啊"
RkD414373083,4.0,吃了好多次，味道棒棒的，没要很多辣椒，很喜欢的口味，店面不大，服务人员少，都是自己来
eQZ853567109,4.0,味道杠杠的，吃了还想吃，忠实的的粉丝！
liuxu890821,2.0,口味一般。菜不是很新鲜。没有什么特别之处。
rHk343039287,5.0,总去吃 快成家里食堂了 还不错哦
朽猫女,5.0,同事一块经常来，好吃，就不来会想
yulingyunfei,4.0,团购和用美团直接买单都比较划算。
匿名用户,3.0,味道不错，价钱合理，凑够十五字了
zhaoyutingg,5.0,好好吃大家来吃吧，经常吃棒棒棒
佳佳和小驴,5.0,好吃不贵，最爱麻辣烫，超级赞，持续光顾
匿名用户,2.0,好多菜都没有、菜架空了三分之一也没有摆上、环境一般服务态度不怎么好，好像差她钱似的，要不是老婆喜欢吃这个没有办法、再说过年了，好多地方都关门了、也只能凑合着吃点吧，剩餐具无人收拾、唯一的好处是有免费无线网、
匿名用户,5.0,超级喜欢，我中毒了……吃了还想吃，吃不够，吃了好多次，以前都是直接买，后来发现美团有优惠卷可以便宜几块钱，还是不错的
XXr140913899,4.0,口味独特，菜品繁多！服务周到！
CaO281974343,4.0,好吃，我是他们的老客户了。。。
绵绵jally,4.0,菜干净，味道好，环境好，价格便宜，不错的选择，还给停车票，不错
甄梓昊,4.0,张亮麻辣烫。喜欢你没道理啊。大爱。不错。喜欢的不行
oSp104541872,4.0,很好12345678900987654321
oSp104541872,4.0,很好1234567890987654321
oSp104541872,4.0,很好12345678901234467890
oSp104541872,4.0,很好123456789123456789
VpT15154517,2.0,好磨叽干活墨迹老K就咯啦咯啦咯啦咯
甄梓昊,5.0,非常喜欢吃，汤很好喝。每次都喝光。总是吃不够啊。
oIJ585039982,4.0,目前在后沙峪吃到最好吃的麻辣烫
oIJ585039982,4.0,目前在后沙峪吃到最好吃的麻辣烫
oIJ585039982,4.0,目前在后沙峪吃到最好吃的麻辣烫
oIJ585039982,4.0,目前在后沙峪吃到最好吃的麻辣烫
BNc931034786,5.0,我难道每次都不评价呢？攒了这么一堆。我的天呐。
甄梓昊,4.0,喜欢还是喜欢。不知道为什么。这么喜欢呢。原来是张亮麻辣烫啊
Yvx508241398,5.0,味道不错，，，，，强烈推荐，，
eQZ853567109,4.0,很赞，一直都在吃张亮家的，味道杠杠滴！
BNc931034786,5.0,忘记了，我最烦评价了，一天天的，烦死了
梦飛飏,2.0,不好吃 服务也不是特别的好 不会再去了 感觉跟其他的不一样
绵绵jally,4.0,物美价廉，一直在使用，味道好，就是不知道为啥不给餐巾纸了
BNc931034786,5.0,忘了哪次了，经常去吃，都乱了。
绵绵jally,4.0,来过好多次，一直很好，要是地方再大点就好了
绵绵jally,4.0,菜很新鲜，干净，味道好，环境好
eQZ853567109,3.0,好吃，一如既往的好吃啊，赞赞赞！！！
匿名用户,4.0,味道特别好，而且美团，特别的划算，反正老妈很喜欢吃。
pYO303375870,5.0,环境好，味道也不错，员工老板很热心
candymore,2.0,一般。无论是菜品还是味道。和同类麻辣烫比也没特色。
清清静静1,3.0,味道不错，食材也比较新鲜，服务员的态度也非常好，下次还去。
小妞子群,2.0,没有之前吃的那么好吃了，不知道那里出现的问题，
tanmingjiao001,3.0,不错，经常来，现在店里人越来越多了，火爆了，又到了哭撸串喝酒的季节
Jgq363736328,4.0,1223455611334566
JCo799308146,3.0,计算机的9呢（会计小分队的地方
pYO303375870,5.0,很好吃，环境很好，下次路过还要吃
lichanglong,5.0,味道很是不错，真的很赞啊！真的非常棒！
JCo799308146,3.0,不怎么好吃，6544444444744
pGI304321271,3.0,挺好吃的，就是团购券不能消费饮料，每次否去
