区域,北京,餐饮类型,烧烤烤串,店铺id,42081214,店铺名称,韩时烤肉（枫蓝国际购物中心店）,经度,116.356607,纬度,39.952606
OzY346556590,5,不错，经常去吃，感觉味道很好！！！重点是还便宜！,,,,,,,,,
顺儿628,4,我去的是枫蓝国际店，环境干净，舒适，服务很好，烤肉是服务员帮忙烤滴，很好吃。南瓜粥很黏，不错不错。值得推荐,,,,,,,,,
匿名用户,4,我们三个人去吃了这个，最后竟然没有吃完，三个人都很饱。南瓜粥真的好好喝，而且不限量的呦。我是在枫蓝国际吃的，环境也不错，服务态度也不错。总得来说，就是很不错的啦！,,,,,,,,,
匿名用户,3,一般吧，除了烤肉其他没啥可吃的,,,,,,,,,
iYT177875786,4,上菜非常快，服务非常好。非常干净，非常完美,,,,,,,,,
yfZ247852200,3,服务挺好，口味也还行，菜量也够了，上菜速度快,,,,,,,,,
jraytyyang,5,很赞(⊙o⊙)哇，味道很不错，还有服务员给烤肉～,,,,,,,,,
vdf495553522,5,免费南瓜粥好吃，五花肉味道也不错，挺好！,,,,,,,,,
匿名用户,5,枫蓝国际店服务很好，我们去的时候不用排队，上菜很快，味道很好。,,,,,,,,,
美团爸爸1,5,上菜速度很快，味道不错，菜量再多点更好了。,,,,,,,,,
戋栀展,4,烤肉加上酱料和酱汁卷上生菜很好吃～大酱汤一般般，泡菜炒饭还不错。就是感觉有点贵,,,,,,,,,
mao708,4,去晚了，等了二十分钟吧，服务不错，菜品味道相当不错，一定再去吃,,,,,,,,,
楚狂徒165,3,很实惠，套餐的量基本够吃，就是一个服务员要服务几桌稍微慢了点,,,,,,,,,
巴黎小裁缝.,5,很不错啊！和男朋友两个人来吃的！点的双人套餐，吃的撑死了！好开心了！,,,,,,,,,
heatofthemoment,5,好吃～～服务态度也好～～还帮你烤好～～,,,,,,,,,
豆丁ding2,3,服务员态度很好，上菜也挺快的，老公说五花肉最好吃了，还办了张会员卡，希望下次还能再去消费。,,,,,,,,,
我多美好,5,很好吃 最喜欢喝赠送的南瓜粥 z,,,,,,,,,
lYA447514334,4,他们家的招牌五花肉一定要吃，就是有点小贵，味道不错。补充下，南瓜粥你管服务员要才有。,,,,,,,,,
jxV746119777,4,吃的挺好的，就是人多了特别吵。饭点人挺多的。也不用自己动手。,,,,,,,,,
whitelunar,3,肉类比较多，喜欢吃肉的亲可多去。口味尚可。,,,,,,,,,
谷谷西,4,服务特别好，而且肉质鲜嫩，口感也不错，最重要的是不想传统的烤肉那样需要是不是的换屉子，这点我很喜欢，顺便说一下，他家炒饭不错，哈哈锅巴的味道很香！,,,,,,,,,
smile654320,3,环境不错，干净。菜品一般，上菜速度快，服务很好。小菜是免费的，可以加，一般了。,,,,,,,,,
匿名用户,3,枫蓝国际新开的店，各项都还行，唯一不满意的是价格有点贵,,,,,,,,,
VIM54635160,4,服务很好，味道也很棒！有点贵~,,,,,,,,,
NRH667089485,5,味道确实不错 肥牛很赞 小菜里的土豆泥也挺好吃的 服务员态度很好 就是牛肉粉丝汤不是很理想,,,,,,,,,
匿名用户,5,枫蓝国际二层，可能因为在生活区内所以人很多，相对于吃点什么都需要排队的闹市，这里真心是一个不错的选择，这里的服务态度也很不错，那个服务员负责两三桌客人，下单不到十分钟就上菜了，服务员烤肉都很专业，对于像我这样不知道什么时候肉就熟了的人来说简直是救星啊，我们两个人点的双人套餐，实惠而且味道很好，所以毫不犹豫的办了会员卡，妥妥的！,,,,,,,,,
羊273,5,环境很好～烤肉很好吃～南瓜粥特别好吃～,,,,,,,,,
吃猫的鱼,3,这家韩时环境有点差，肉也没蓝港那家新鲜,,,,,,,,,
Ymj74006859,5,很棒！服务态度很好，免费的小菜和免费的南瓜汤很好喝～然后烤肉也好吃呀,,,,,,,,,
忧亭落雨阁,4,口味还是相当不错的，推荐【雪花牛肉】不过肥肉多的菜一口就腻了，套餐两个人吃还是多了,,,,,,,,,
Ddv644438380,5,很好吃  炒米条特别好吃  炒米条特别好吃  炒米条特别好吃 重要的事情说三遍,,,,,,,,,
匿名用户,3,菜量足，小菜味道很好，土豆泥，南瓜粥很喜欢。服务周到,,,,,,,,,
ydn27003849,5,不错，土豆泥最好吃了，南瓜粥也很好,,,,,,,,,
匿名用户,5,不是餐点去的，人不多，服务人员也不多，而且不热情，以前饭点去，很热情，态度不满意，菜品不错！,,,,,,,,,
cbS591216944,4,服务热情，还专门有人给考，好吃，味道不错,,,,,,,,,
yuexihan,4,很好找，有停车位，服务不错，味道很好,,,,,,,,,
heroinx,4,服务员服务挺周到，烤肉中规中矩。味道还行吧,,,,,,,,,
EAT690644563,5,环境很好，服务员态度也超赞，口味不错。,,,,,,,,,
putix,5,服务一般，肉不错，套餐也实惠，不过就是帮忙烤肉有点慢，有卷很合适,,,,,,,,,
匿名用户,2,烤肉不怎么好吃，服务员太少，高峰期一直等着给你烤肉，急急急,,,,,,,,,
zmkm,5,比直接到店便宜一点，新开不久的店还挺不错的,,,,,,,,,
G萌宝,3,喜欢里面的烤五花肉，感觉西直门这的服务员，没有悠唐那边的热情。,,,,,,,,,
XLT459020143,4,环境不错 服务也不错  中午和同事去用餐的,,,,,,,,,
mXI724587629,3,味道不错，就是服务员有点少，都快忙不过来了,,,,,,,,,
cdG388751605,4,服务好，环境还可以，家人很开心！,,,,,,,,,
WSk584816296,4,真的很好吃，很实惠，每个周末都要全家来吃一次，。,,,,,,,,,
Mr.Miss.K,5,服务真的特别好，从头到尾都是服务员帮忙烤，但是味道一般般吧没什么特色,,,,,,,,,
XLT459020143,4,环境不错  中午和同事一起去用餐的。,,,,,,,,,
匿名用户,4,挺好的，第二次来啦，团购很划算，味道也很棒，服务特别好～,,,,,,,,,
唱唱反调116,4,环境很好，服务员全程帮你又是烤肉又是炒饭的，2~3人餐如果饭量中上的2个人可以吃很饱，很多小吃和粥可以无限续，非常划算。,,,,,,,,,
WSk584816296,4,好吃不腻，服务员服务态度好，精致得很！,,,,,,,,,
FJx408728924,4,服务很不错，就是肉一次比一次差一点，越来越肥??,,,,,,,,,
Jenny仙,3,还可以。不过就是那个泡菜炒饭比较不好，特别干,,,,,,,,,
lilyxyxujia,5,服务很好，就是量有点小。口味比汉拿山等差不多,,,,,,,,,
姊蝶007,5,菜品一如既往，而且不同的服务生烤肉的味道会有不同，很微妙的感觉。,,,,,,,,,
renying912,5,烤肉很好吃，不用自己烤，服务也很好,,,,,,,,,
wangzi19960513,5,很喜欢的一家店，东西不贵环境又好，而且服务质量很高,,,,,,,,,
bjxcly,4,店内亮堂……服务周到～有宝宝餐具～～吃什么都送小菜～～还送南瓜粥喝，这个要点赞～～,,,,,,,,,
yer906837161,4,特别好吃，而且服务员特别好，棒棒的0,,,,,,,,,
匿名用户,3,第一次去的时候还好，这次使第二次去。菜汤里有头发，生菜上有头发。一次都给赶上。。虽然商家补偿了个果盘，但是想想也是醉了。希望卫生方面商家改善一下。,,,,,,,,,
葫露娃娃,5,很好吃两人套餐很值得推荐饱饱的,,,,,,,,,
匿名用户,5,什么都确实很好，服务到位，环境舒适，美食超好吃，都没话说。把辣白菜烤热后和肉放到生菜里卷着吃，再沾调料，味道简直棒极了！每一份烤肉服务员都细心负责烤熟，非常专业，还问喜欢吃哪种火候的，真是有惊喜到我啦！,,,,,,,,,
DqT114901581,3,还可以，南瓜羹最不错。。。。。。,,,,,,,,,
匿名用户,4,有服务员给烤，酱没了也会主动上，吃烤肉还是韩时烤肉,,,,,,,,,
g0620708,5,味道超级好吃，吃的很爽，美女服务员给烤肉，牛排让烤的嫩一些，然后就融化了，很好吃，五花肉也很赞。两个人吃了个两人的套餐加一块钱一份的五花，吃的非常饱。,,,,,,,,,
rene8755,4,排队略长 上菜速度快 烤肉焦油有口感,,,,,,,,,
BDw494474469,5,#特级牛五花肉# #牛肉石锅拌饭# #南瓜粥# #金针菇肥牛卷# 味道不错，服务很好，免费的东西很多，拌饭量足,,,,,,,,,
匿名用户,3,口味有点淡，服务很到位，团购的价格很划算,,,,,,,,,
WSk584816296,4,每次吃烤肉都来他家，每次用餐都很愉快！,,,,,,,,,
多美高,5,细节服务提升超快！小菜南瓜粥都是最爱！奉上手机透明套避免弄脏手机，服务很到位,,,,,,,,,
蕤小紫,5,味道很好，我们两个人吃了很多，肉很香，二到三人餐对于我们来说有点多，很满意,,,,,,,,,
离小胆,5,店员服务态度特别好，肉烤的也很好吃～新开的店环境也特别好，体会到上帝的感觉了～嘿嘿～加油～,,,,,,,,,
郝菰凉,5,很不错的烤肉，服务员还给你烤好了，超赞,,,,,,,,,
cJI631518786,5,服务很热情，菜品也不错。挺好吃的,,,,,,,,,
BDw494474469,5,不错，公司单位附近很方便，拌饭很好吃，量很足#牛肉石锅拌饭# #南瓜粥# #辣白菜炒饭# #韩式烤肉#,,,,,,,,,
hanhhhao,4,味道还不错，就是菜量有点小，尤其石锅拌饭炒鱿鱼比较少 #韩时五花肉# 比较好,,,,,,,,,
cJI631518786,5,服务挺好，菜品也好吃，推荐五花肉,,,,,,,,,
Qkj708087135,4,不用排队，服务很满意，上菜速度快,,,,,,,,,
匿名用户,4,味道真的不错哦。三人套餐都吃不完， 大酱汤特正宗。五花肉，牛肉都好。第二次团了。强烈推荐,,,,,,,,,
OOd699446586,3,食材很新鲜，就是刚开始调料给的太少，儿子很喜欢吃。,,,,,,,,,
zLS455154153,3,上菜很快，服务很好，味道正宗，菜量正好,,,,,,,,,
匿名用户,4,还蛮好的，服务周到，详细，位置也不是特别难找，上菜速度蛮快的，菜量也还可以，够吃，挺好哒～,,,,,,,,,
匿名用户,3,第一次来韩时烤肉，感觉餐厅环境还可以，毕竟是家新店，口味比较中庸，感觉没什么特别推荐的，消费稍高。上菜速度还行，服务水平中等。,,,,,,,,,
manan0125,5,非常好吃的烤肉好吃还不贵？会常来哦。,,,,,,,,,
michelle25,5,位置很好找，菜品量够大，上菜速度也很快，服务态度非常好，有服务员帮忙烤，自己只负责吃就好了,,,,,,,,,
Krystal0111,5,五花肉很好吃五花肉很好吃，五花肉很好吃！,,,,,,,,,
Mania..,4,团的两人餐，分量好足，服务员会帮着烤好，超级好吃,,,,,,,,,
圭圭67,5,味道不错，就是种类有点少，服务业很好，帮忙烤肉，哈哈哈,,,,,,,,,
卡卡940910,5,还不错~下次还回去吃的~如果能更优惠就更好了~,,,,,,,,,
速冻火星,2,口味不错！等待时间太长。。。。,,,,,,,,,
chachar,4,错过饭点去的，避开了高峰期，菜都很好吃，而且量特别足,,,,,,,,,
choutu红燕,4,味道不错 环境也很好 服务也很周到 169的2人套餐吃得很饱 值得推荐,,,,,,,,,
layla_lee23,4,环境好 服务员帮忙烤 大酱汤好好喝 石板五花肉,,,,,,,,,
董蕊6202,5,服务员很热情 但是总是让我办会员卡 一直在说 最后我就有点烦了 烤的肉肉很好吃 辣白菜炒饭赞,,,,,,,,,
osq630471108,5,点的双人套餐，足够2个人吃，环境很好，服务也是棒棒哒，已经不是第一次吃了，强烈推荐哦～,,,,,,,,,
jasmine21,2,味道一般，上菜超级慢，不值这个价格,,,,,,,,,
xeR800579134,4,服务真是超级赞，这回是团购的一元烤肉券，没有因为便宜服务有所打折！每个服务人员都很勤快，热情！中午去的，没有排队，赠送小样没有限制，吃完了还可以加，非常喜欢她家，联系大家有时间，或者中午时间可以体验一下！,,,,,,,,,
哆哆有点萌,5,经常来吃，没得说，口味棒，价格也不贵,,,,,,,,,
MNo39431453,5,六个人一起去吃的，超级好吃!!!服务员给烤肉，然后酱料很多口味，超级超级好吃!!!但是……贵的要死_(:_」∠)_,,,,,,,,,
cfK357799043,3,味道不错，服务态度挺好，就是去的时候坐的位置在角落里，空调不好，太热了,,,,,,,,,
axdk106778603,5,有人给烤，负责吃就可以，味道环境都没得挑,,,,,,,,,
SFK630608695,5,服务的非常好哦  很好吃  办了积分卡  以后会经常光顾,,,,,,,,,
NbZ724184289,4,两个人吃分量很大，三个人吃可能会不够，肉还不错,,,,,,,,,
哆哆有点萌,5,经常来吃，没得说，服务周到价格合理,,,,,,,,,
奔放的无心人,3,去的晚了人少没排队，服务态度挺好的就是量太少了。#泡菜汤# #南瓜粥# #韩式烤肉#,,,,,,,,,
meituan_hehe,4,～～～～～～～～～～哎呦～不错,,,,,,,,,
种菜养猪不亦乐乎,2,这个饭吧，不是特别好吃，但是，嗯还凑活只能说勉强。,,,,,,,,,
AwC560647233,3,挺好吃的，不过有点微微贵～～～～～,,,,,,,,,
匿名用户,5,好吃，不过四个大人一个孩子不够吃啊。呵呵。又加了三份才饱。,,,,,,,,,
胡德琴,5,很值服务也很好，上菜速度很快的,,,,,,,,,
小毛贼1031,3,味道只能说一般吧，服务还是很好的，介绍所点的肉类沾哪个调料，瞬间感觉自己像土豹子似的…,,,,,,,,,
Helentang,4,五花肉很有特色，烤肉味道不错，不过最好吃的还是部队火锅面,,,,,,,,,
玩具猪,5,非常好吃，超喜欢，推荐大家都去吃，很划算！,,,,,,,,,
eQt149864963,5,需要排队，等了好久。不过，肉新鲜好吃，服务态度也好，值了！！#蔬菜沙拉#而且蔬菜沙拉也好吃！！,,,,,,,,,
叶小Yo,4,会员很划算，五花肉最好吃，还会再来的,,,,,,,,,
yuexihan,5,因为过了饭点，没有等位，味道不错，服务很赞,,,,,,,,,
GiU651135536,3,品种少，小菜不新鲜，服务好，不用自己动手，口味还行。,,,,,,,,,
叶小Yo,4,一直在这儿吃烤肉，很正宗，而且不用自己动手,,,,,,,,,
wx2982856,4,连锁店 都差不太多 不贵 味道还好,,,,,,,,,
Qkj708087135,4,"火锅面等侍时间有些长,#牛肉石锅拌饭# 比较好吃",,,,,,,,,
匿名用户,4,雪花2号梅花肉牛舌都好吃，送的土豆泥南瓜羹也好吃,,,,,,,,,
TWp979221637,4,不错，吃过几次，稍微有点贵，不过服务还是蛮周到,,,,,,,,,
匿名用户,5,喜欢这里的烤肉调料，品种多不限量,,,,,,,,,
匿名用户,4,分量足够了 服务也很好 韩式泡菜什么的还是吃不惯,,,,,,,,,
黑山老鱼妖,2,烤到第三盘的时候石板上都是黑渣渣，也不给清理，直接烤下一盘，胃口尽失,,,,,,,,,
匿名用户,3,还可以吧，不错，物有所值，推荐烤芝士玉米~,,,,,,,,,
superOandy,5,真好吃，服务超级好，特别棒！！,,,,,,,,,
匿名用户,5,小菜丰富，服务周到，免费优惠多,,,,,,,,,
爱寇寇,4,烤肉很好吃，还有人负责烤，很方便，小菜和南瓜粥都很好吃，团购很划算,,,,,,,,,
dmC68854308,4,2人套餐都撑傻了╮(╯▽╰)╭还有，服务员服务很不错~可惜我没钱给小费,,,,,,,,,
幸运儿ll柳柳,3,菜一般，环境很好，服务态度好，赞,,,,,,,,,
GVR728946294,4,很好吃 东西也不少 服务也很好,,,,,,,,,
SGJ196111,5,味道好，物美价廉，服务热情，赞,,,,,,,,,
酱肉粉丝包,4,挺好吃，服务真心不错哦，值得去,,,,,,,,,
michelle25,4,服务态度非常好，菜量也还可以，如能提供停车卷就更好了,,,,,,,,,
eiL997136222,5,服务好，环境也挺好的，最最主要价格便宜吃的又好，还放心，还会在光顾的,,,,,,,,,
婕儿123,5,好吃，服务态度有很好，小菜南瓜粥随便加，超级推荐,,,,,,,,,
风影S飘渺,5,味道很好，服务员热情，好吃，推荐,,,,,,,,,
ligegeshiwo,5,喜欢他们家的烤肉 每次都吃的好撑,,,,,,,,,
疯狂的易拉罐610,5,真的很棒啊 超级爱吃 环境和服务都很好,,,,,,,,,
匿名用户,4,实惠，味道还可以，买来大家当工作餐吃,,,,,,,,,
ssX567706870,4,味道不错，服务非常周到，两人吃的很饱……,,,,,,,,,
海宁0.1,5,一直看韩剧，超级想吃韩食，生菜包肉味道很棒！各种小吃很特别，适合尝尝鲜。,,,,,,,,,
